  0.00000000E+00  0.00000000E+00
  0.61261179E-02  0.00000000E+00
  0.12252236E-01  0.00000000E+00
  0.18378354E-01  0.00000000E+00
  0.24504471E-01  0.00000000E+00
  0.30630589E-01  0.00000000E+00
  0.36756707E-01  0.00000000E+00
  0.42882825E-01  0.00000000E+00
  0.49008943E-01  0.00000000E+00
  0.55135061E-01  0.00000000E+00
  0.61261179E-01  0.00000000E+00
  0.67387296E-01  0.00000000E+00
  0.73513414E-01  0.00000000E+00
  0.79639532E-01  0.00000000E+00
  0.85765650E-01  0.00000000E+00
  0.91891768E-01  0.00000000E+00
  0.98017886E-01  0.00000000E+00
  0.10414400E+00  0.00000000E+00
  0.11027012E+00  0.00000000E+00
  0.11639624E+00  0.00000000E+00
  0.12252236E+00  0.00000000E+00
  0.12864848E+00  0.00000000E+00
  0.13477459E+00  0.00000000E+00
  0.14090071E+00  0.00000000E+00
  0.14702683E+00  0.00000000E+00
  0.15315295E+00  0.00000000E+00
  0.15927906E+00  0.00000000E+00
  0.16540518E+00  0.00000000E+00
  0.17153130E+00  0.00000000E+00
  0.17765742E+00  0.00000000E+00
  0.18378354E+00  0.00000000E+00
  0.18990965E+00  0.00000000E+00
  0.19603577E+00  0.00000000E+00
  0.20216189E+00  0.00000000E+00
  0.20828801E+00  0.00000000E+00
  0.21441413E+00  0.00000000E+00
  0.22054024E+00  0.00000000E+00
  0.22666636E+00  0.00000000E+00
  0.23279248E+00  0.00000000E+00
  0.23891860E+00  0.00000000E+00
  0.24504471E+00  0.00000000E+00
  0.25117083E+00  0.00000000E+00
  0.25729695E+00  0.00000000E+00
  0.26342307E+00  0.00000000E+00
  0.26954919E+00  0.00000000E+00
  0.27567530E+00  0.00000000E+00
  0.28180142E+00  0.00000000E+00
  0.28792754E+00  0.00000000E+00
  0.29405366E+00  0.00000000E+00
  0.30017978E+00  0.00000000E+00
  0.30630589E+00  0.00000000E+00
  0.31243201E+00  0.00000000E+00
  0.31855813E+00  0.00000000E+00
  0.32468425E+00  0.00000000E+00
  0.33081036E+00  0.00000000E+00
  0.33693648E+00  0.00000000E+00
  0.34306260E+00  0.00000000E+00
  0.34918872E+00  0.00000000E+00
  0.35531484E+00  0.00000000E+00
  0.36144095E+00  0.00000000E+00
  0.36756707E+00  0.00000000E+00
  0.37369319E+00  0.00000000E+00
  0.37981931E+00  0.00000000E+00
  0.38594543E+00  0.00000000E+00
  0.39207154E+00  0.00000000E+00
  0.39819766E+00  0.00000000E+00
  0.40432378E+00  0.00000000E+00
  0.41044990E+00  0.00000000E+00
  0.41657601E+00  0.00000000E+00
  0.42270213E+00  0.00000000E+00
  0.42882825E+00  0.00000000E+00
  0.43495437E+00  0.00000000E+00
  0.44108049E+00  0.00000000E+00
  0.44720660E+00  0.00000000E+00
  0.45333272E+00  0.00000000E+00
  0.45945884E+00  0.00000000E+00
  0.46558496E+00  0.00000000E+00
  0.47171108E+00  0.00000000E+00
  0.47783719E+00  0.00000000E+00
  0.48396331E+00  0.00000000E+00
  0.49008943E+00  0.00000000E+00
  0.49621555E+00  0.00000000E+00
  0.50234166E+00  0.00000000E+00
  0.50846778E+00  0.00000000E+00
  0.51459390E+00  0.00000000E+00
  0.52072002E+00  0.00000000E+00
  0.52684614E+00  0.00000000E+00
  0.53297225E+00  0.00000000E+00
