  0.50451643E+01 -0.38033977E+01 -0.47921568E+00
  0.56467476E+01 -0.27625369E+01  0.15157630E+01
  0.63900841E+01 -0.15888175E+01  0.32713271E+01
  0.72737523E+01 -0.28782499E+00  0.47760064E+01
  0.82946238E+01  0.11330813E+01  0.60303416E+01
  0.94478654E+01  0.26650510E+01  0.70445654E+01
  0.10727012E+02  0.42980626E+01  0.78359955E+01
  0.12124098E+02  0.60212542E+01  0.84264235E+01
  0.13629838E+02  0.78232375E+01  0.88397422E+01
  0.15233824E+02  0.96923759E+01  0.90999906E+01
  0.16924744E+02  0.11617010E+02  0.92299102E+01
  0.18690575E+02  0.13585621E+02  0.92500287E+01
  0.20518768E+02  0.15586931E+02  0.91782205E+01
  0.22396392E+02  0.17609938E+02  0.90296497E+01
  0.24310244E+02  0.19643901E+02  0.88169833E+01
  0.26246927E+02  0.21678283E+02  0.85507617E+01
  0.28192908E+02  0.23702669E+02  0.82398307E+01
  0.30134546E+02  0.25706674E+02  0.78917632E+01
  0.32058131E+02  0.27679859E+02  0.75132251E+01
  0.33949920E+02  0.29611665E+02  0.71102610E+01
  0.35796197E+02  0.31491394E+02  0.66884965E+01
  0.37583356E+02  0.33308216E+02  0.62532628E+01
  0.39298014E+02  0.35051233E+02  0.58096581E+01
  0.40927153E+02  0.36709581E+02  0.53625615E+01
  0.42458293E+02  0.38272580E+02  0.49166151E+01
  0.43879676E+02  0.39729910E+02  0.44761875E+01
  0.45180464E+02  0.41071808E+02  0.40453284E+01
  0.46350940E+02  0.42289273E+02  0.36277220E+01
  0.47382684E+02  0.43374277E+02  0.32266439E+01
  0.48268740E+02  0.44319942E+02  0.28449228E+01
  0.49003740E+02  0.45120703E+02  0.24849093E+01
  0.49583987E+02  0.45772433E+02  0.21484518E+01
  0.50007500E+02  0.46272522E+02  0.18368784E+01
  0.50274005E+02  0.46619915E+02  0.15509869E+01
  0.50384879E+02  0.46815105E+02  0.12910418E+01
  0.50343061E+02  0.46860081E+02  0.10567810E+01
  0.50152919E+02  0.46758244E+02  0.84743329E+00
  0.49820093E+02  0.46514291E+02  0.66174936E+00
  0.49351320E+02  0.46134076E+02  0.49804763E+00
  0.48754252E+02  0.45624458E+02  0.35427646E+00
  0.48037273E+02  0.44993143E+02  0.22809240E+00
  0.47209322E+02  0.44248523E+02  0.11695298E+00
  0.46279730E+02  0.43399525E+02  0.18220436E-01
  0.45258071E+02  0.42455460E+02 -0.70728271E-01
  0.44154035E+02  0.41425891E+02 -0.15239113E+00
  0.42977316E+02  0.40320509E+02 -0.22903691E+00
  0.41737511E+02  0.39149015E+02 -0.30261326E+00
  0.40444044E+02  0.37921021E+02 -0.37467259E+00
  0.39106094E+02  0.36645955E+02 -0.44631976E+00
  0.37732534E+02  0.35332975E+02 -0.51818417E+00
  0.36331877E+02  0.33990900E+02 -0.59041707E+00
  0.34912236E+02  0.32628133E+02 -0.66271337E+00
  0.33481279E+02  0.31252616E+02 -0.73435586E+00
  0.32046194E+02  0.29871769E+02 -0.80427875E+00
  0.30613661E+02  0.28492459E+02 -0.87114668E+00
  0.29189826E+02  0.27120965E+02 -0.93344500E+00
  0.27780280E+02  0.25762962E+02 -0.98957684E+00
  0.26390050E+02  0.24423511E+02 -0.10379627E+01
  0.25023587E+02  0.23107055E+02 -0.10771383E+01
  0.23684773E+02  0.21817435E+02 -0.11058461E+01
  0.22376922E+02  0.20557907E+02 -0.11231178E+01
  0.21102802E+02  0.19331167E+02 -0.11283424E+01
  0.19864650E+02  0.18139389E+02 -0.11213190E+01
  0.18664207E+02  0.16984263E+02 -0.11022897E+01
  0.17502749E+02  0.15867036E+02 -0.10719523E+01
  0.16381129E+02  0.14788566E+02 -0.10314505E+01
  0.15299820E+02  0.13749363E+02 -0.98234447E+00
  0.14258963E+02  0.12749639E+02 -0.92656033E+00
  0.13258415E+02  0.11789357E+02 -0.86632404E+00
  0.12297801E+02  0.10868268E+02 -0.80408239E+00
  0.11376558E+02  0.99859616E+01 -0.74241627E+00
  0.10493989E+02  0.91418940E+01 -0.68395150E+00
  0.96493023E+01  0.83354290E+01 -0.63127221E+00
  0.88416556E+01  0.75658647E+01 -0.58684158E+00
  0.80701915E+01  0.68324605E+01 -0.55293334E+00
  0.73340679E+01  0.61344574E+01 -0.53157656E+00
  0.66324810E+01  0.54710950E+01 -0.52451473E+00
  0.59646816E+01  0.48416218E+01 -0.53317857E+00
  0.53299826E+01  0.42453009E+01 -0.55867109E+00
  0.47277583E+01  0.36814095E+01 -0.60176210E+00
  0.41574359E+01  0.31492332E+01 -0.66288901E+00
  0.36184796E+01  0.26480563E+01 -0.74216046E+00
  0.31103701E+01  0.21771476E+01 -0.83935935E+00
  0.26325796E+01  0.17357450E+01 -0.95394258E+00
  0.21845466E+01  0.13230399E+01 -0.10850356E+01
  0.17656520E+01  0.93816316E+00 -0.12314206E+01
  0.13751987E+01  0.58017469E+00 -0.13915197E+01
  0.10123979E+01  0.24805854E+00 -0.15633731E+01
  0.67636237E+00 -0.59276208E-01 -0.17446165E+01
  0.36610819E+00 -0.34298792E+00 -0.19324611E+01
  0.80564280E-01 -0.60428873E+00 -0.21236803E+01
 -0.18141092E+00 -0.84442571E+00 -0.23146081E+01
 -0.42100742E+00 -0.10646584E+01 -0.25011540E+01
 -0.63943826E+00 -0.12662346E+01 -0.26788383E+01
 -0.83791306E+00 -0.14503661E+01 -0.28428505E+01
 -0.10176127E+01 -0.16182061E+01 -0.29881329E+01
 -0.11796666E+01 -0.17708306E+01 -0.31094891E+01
 -0.13251351E+01 -0.19092232E+01 -0.32017153E+01
 -0.14549959E+01 -0.20342651E+01 -0.32597516E+01
 -0.15701368E+01 -0.21467300E+01 -0.32788470E+01
 -0.16713538E+01 -0.22472833E+01 -0.32547328E+01
 -0.17593528E+01 -0.23364858E+01 -0.31837968E+01
 -0.18347577E+01 -0.24148007E+01 -0.30632503E+01
 -0.18981197E+01 -0.24826037E+01 -0.28912819E+01
 -0.19499318E+01 -0.25401957E+01 -0.26671897E+01
 -0.19906437E+01 -0.25878179E+01 -0.23914883E+01
 -0.20206800E+01 -0.26256689E+01 -0.20659833E+01
 -0.20404592E+01 -0.26539239E+01 -0.16938130E+01
 -0.20504136E+01 -0.26727550E+01 -0.12794515E+01
 -0.20510095E+01 -0.26823532E+01 -0.82867540E+00
 -0.20427669E+01 -0.26829500E+01 -0.34849079E+00
 -0.20262771E+01 -0.26748396E+01  0.15297728E+00
 -0.20022171E+01 -0.26583973E+01  0.66663316E+00
 -0.19713603E+01 -0.26340968E+01  0.11825946E+01
 -0.19345808E+01 -0.26025210E+01  0.16904104E+01
 -0.18928506E+01 -0.25643671E+01  0.21793077E+01
 -0.18472300E+01 -0.25204449E+01  0.26384658E+01
 -0.17988486E+01 -0.24716665E+01  0.30573081E+01
 -0.17488800E+01 -0.24190280E+01  0.34258060E+01
 -0.16985089E+01 -0.23635842E+01  0.37347854E+01
 -0.16488931E+01 -0.23064167E+01  0.39762233E+01
 -0.16011228E+01 -0.22485969E+01  0.41435234E+01
 -0.15561793E+01 -0.21911472E+01  0.42317594E+01
 -0.15148950E+01 -0.21350017E+01  0.42378709E+01
 -0.14779188E+01 -0.20809695E+01  0.41608037E+01
 -0.14456870E+01 -0.20297020E+01  0.40015848E+01
 -0.14184038E+01 -0.19816672E+01  0.37633249E+01
 -0.13960299E+01 -0.19371317E+01  0.34511476E+01
 -0.13782832E+01 -0.18961513E+01  0.30720452E+01
 -0.13646476E+01 -0.18585715E+01  0.26346662E+01
 -0.13543938E+01 -0.18240374E+01  0.21490435E+01
 -0.13466080E+01 -0.17920121E+01  0.16262743E+01
 -0.13402280E+01 -0.17618036E+01  0.10781660E+01
 -0.13340870E+01 -0.17325984E+01  0.51686307E+00
 -0.13269608E+01 -0.17035011E+01 -0.45528223E-01
 -0.13176181E+01 -0.16735776E+01 -0.59730315E+00
 -0.13048727E+01 -0.16419008E+01 -0.11274941E+01
 -0.12876329E+01 -0.16075970E+01 -0.16261667E+01
 -0.12649499E+01 -0.15698900E+01 -0.20846667E+01
 -0.12360596E+01 -0.15281431E+01 -0.24958102E+01
 -0.12004191E+01 -0.14818945E+01 -0.28540120E+01
 -0.11577338E+01 -0.14308868E+01 -0.31553530E+01
 -0.11079751E+01 -0.13750868E+01 -0.33975856E+01
 -0.10513870E+01 -0.13146956E+01 -0.35800814E+01
 -0.98848103E+00 -0.12501480E+01 -0.37037276E+01
 -0.92001884E+00 -0.11821000E+01 -0.37707783E+01
 -0.84698343E+00 -0.11114049E+01 -0.37846691E+01
 -0.77053945E+00 -0.10390784E+01 -0.37498045E+01
 -0.69198406E+00 -0.96625531E+00 -0.36713278E+01
 -0.61269067E+00 -0.89413682E+00 -0.35548814E+01
 -0.53404777E+00 -0.82393412E+00 -0.34063703E+01
 -0.45739587E+00 -0.75680868E+00 -0.32317331E+01
 -0.38396557E+00 -0.69381328E+00 -0.30367338E+01
 -0.31481970E+00 -0.63583655E+00 -0.28267767E+01
 -0.25080253E+00 -0.58355406E+00 -0.26067548E+01
 -0.19249858E+00 -0.53738852E+00 -0.23809328E+01
 -0.14020315E+00 -0.49748135E+00 -0.21528702E+01
 -0.93905996E-01 -0.46367726E+00 -0.19253848E+01
 -0.53289343E-01 -0.43552297E+00 -0.17005560E+01
 -0.17740137E-01 -0.41228023E+00 -0.14797672E+01
  0.13623625E-01 -0.39295293E+00 -0.12637810E+01
  0.41913673E-01 -0.37632724E+00 -0.10528449E+01
  0.68420964E-01 -0.36102318E+00 -0.84681897E+00
  0.13083388E+02  0.16204439E+01  0.87216193E+01
  0.13821714E+02  0.17195513E+01  0.79895308E+01
  0.14603149E+02  0.18030884E+01  0.72502537E+01
  0.15418698E+02  0.18658911E+01  0.65438959E+01
  0.16254537E+02  0.19019171E+01  0.59066645E+01
  0.17091896E+02  0.19044774E+01  0.53691188E+01
  0.17907319E+02  0.18665718E+01  0.49538630E+01
  0.18673390E+02  0.17813060E+01  0.46723465E+01
  0.19359975E+02  0.16423619E+01  0.45207723E+01
  0.19935990E+02  0.14444890E+01  0.44756519E+01
  0.20371605E+02  0.11839816E+01  0.44901782E+01
  0.20640728E+02  0.85910587E+00  0.44930639E+01
  0.20723472E+02  0.47043334E+00  0.43915242E+01
  0.20608267E+02  0.21036299E-01  0.40794402E+01
  0.20293239E+02 -0.48350123E+00  0.34504413E+01
  0.19786581E+02 -0.10352876E+01  0.24140497E+01
  0.19105800E+02 -0.16245432E+01  0.91173314E+00
  0.18275950E+02 -0.22401915E+01 -0.10706910E+01
  0.17327164E+02 -0.28705370E+01 -0.34971289E+01
  0.16291936E+02 -0.35039198E+01 -0.62829720E+01
  0.15202583E+02 -0.41292386E+01 -0.93038767E+01
  0.14089241E+02 -0.47362702E+01 -0.12409421E+02
  0.12978551E+02 -0.53157585E+01 -0.15438832E+02
  0.11893068E+02 -0.58592984E+01 -0.18236150E+02
  0.10851258E+02 -0.63590762E+01 -0.20662911E+02
  0.98679150E+01 -0.68075449E+01 -0.22607330E+02
  0.89548005E+01 -0.71971118E+01 -0.23989785E+02
  0.81213651E+01 -0.75198991E+01 -0.24764921E+02
  0.73754195E+01 -0.77676172E+01 -0.24920985E+02
  0.67236995E+01 -0.79315663E+01 -0.24477075E+02
  0.61722910E+01 -0.80027642E+01 -0.23478929E+02
  0.57269131E+01 -0.79721810E+01 -0.21993789E+02
  0.53930692E+01 -0.78310546E+01 -0.20104755E+02
  0.51760866E+01 -0.75712540E+01 -0.17904986E+02
  0.50810639E+01 -0.71856567E+01 -0.15492021E+02
  0.51127483E+01 -0.66685067E+01 -0.12962486E+02
  0.52753624E+01 -0.60157237E+01 -0.10407402E+02
  0.55724016E+01 -0.52251393E+01 -0.79082925E+01
  0.60064214E+01 -0.42966407E+01 -0.55342487E+01
  0.65788354E+01 -0.32322146E+01 -0.33400580E+01
  0.72897423E+01 -0.20358887E+01 -0.13654205E+01
  0.81377965E+01 -0.71358173E+00  0.36479347E+00
  0.91201326E+01  0.72712361E+00  0.18393801E+01
  0.10232350E+02  0.22772612E+01  0.30589384E+01
  0.11468556E+02  0.39267916E+01  0.40335566E+01
  0.12821456E+02  0.56649160E+01  0.47803145E+01
  0.14282492E+02  0.74803717E+01  0.53208475E+01
  0.15841997E+02  0.93616908E+01  0.56791721E+01
  0.17489373E+02  0.11297408E+02  0.58799032E+01
  0.19213248E+02  0.13276207E+02  0.59469251E+01
  0.21001638E+02  0.15287010E+02  0.59025104E+01
  0.22842069E+02  0.17319008E+02  0.57668353E+01
  0.24721678E+02  0.19361635E+02  0.55578065E+01
  0.26627294E+02  0.21404510E+02  0.52911089E+01
  0.28545487E+02  0.23437356E+02  0.49803835E+01
  0.30462616E+02  0.25449903E+02  0.46374662E+01
  0.32364872E+02  0.27431809E+02  0.42726328E+01
  0.34238332E+02  0.29372597E+02  0.38948184E+01
  0.36069032E+02  0.31261629E+02  0.35117958E+01
  0.37843067E+02  0.33088118E+02  0.31303099E+01
  0.39546717E+02  0.34841196E+02  0.27561735E+01
  0.41166608E+02  0.36510013E+02  0.23943337E+01
  0.42689894E+02  0.38083885E+02  0.20489194E+01
  0.44104456E+02  0.39552476E+02  0.17232787E+01
  0.45399112E+02  0.40905989E+02  0.14200150E+01
  0.46563821E+02  0.42135383E+02  0.11410247E+01
  0.47589877E+02  0.43232570E+02  0.88753992E+00
  0.48470073E+02  0.44190606E+02  0.66017693E+00
  0.49198831E+02  0.45003853E+02  0.45898868E+00
  0.49772294E+02  0.45668106E+02  0.28351979E+00
  0.50188363E+02  0.46180674E+02  0.13286202E+00
  0.50446691E+02  0.46540422E+02  0.57083867E-02
  0.50548630E+02  0.46747769E+02 -0.99594984E-01
  0.50497130E+02  0.46804637E+02 -0.18499930E+00
  0.50296608E+02  0.46714370E+02 -0.25270474E+00
  0.49952784E+02  0.46481619E+02 -0.30511148E+00
  0.49472499E+02  0.46112205E+02 -0.34476781E+00
  0.48863531E+02  0.45612966E+02 -0.37431328E+00
  0.48134398E+02  0.44991597E+02 -0.39641548E+00
  0.47294180E+02  0.44256490E+02 -0.41370034E+00
  0.46352348E+02  0.43416578E+02 -0.42867714E+00
  0.45318613E+02  0.42481185E+02 -0.44366093E+00
  0.44202787E+02  0.41459890E+02 -0.46069635E+00
  0.43014673E+02  0.40362395E+02 -0.48148736E+00
  0.41763960E+02  0.39198415E+02 -0.50733772E+00
  0.40460145E+02  0.37977570E+02 -0.53910648E+00
  0.39112459E+02  0.36709290E+02 -0.57718193E+00
  0.37729810E+02  0.35402732E+02 -0.62147607E+00
  0.36320729E+02  0.34066705E+02 -0.67144035E+00
  0.34893330E+02  0.32709602E+02 -0.72610184E+00
  0.33455270E+02  0.31339347E+02 -0.78411814E+00
  0.32013717E+02  0.29963342E+02 -0.84384796E+00
  0.30575322E+02  0.28588435E+02 -0.90343393E+00
  0.29146197E+02  0.27220888E+02 -0.96089390E+00
  0.27731902E+02  0.25866362E+02 -0.10142166E+01
  0.26337428E+02  0.24529906E+02 -0.10614578E+01
  0.24967195E+02  0.23215961E+02 -0.11008333E+01
  0.23625057E+02  0.21928372E+02 -0.11308051E+01
  0.22314305E+02  0.20670403E+02 -0.11501571E+01
  0.21037685E+02  0.19444772E+02 -0.11580584E+01
  0.19797421E+02  0.18253678E+02 -0.11541102E+01
  0.18595240E+02  0.17098844E+02 -0.11383746E+01
  0.17432409E+02  0.15981559E+02 -0.11113847E+01
  0.16309771E+02  0.14902722E+02 -0.10741335E+01
  0.15227790E+02  0.13862891E+02 -0.10280434E+01
  0.14186594E+02  0.12862323E+02 -0.97491769E+00
  0.13186026E+02  0.11901027E+02 -0.91687563E+00
  0.12225691E+02  0.10978797E+02 -0.85627582E+00
  0.11305002E+02  0.10095258E+02 -0.79563178E+00
  0.10423232E+02  0.92499001E+01 -0.73752483E+00
  0.95795555E+01  0.84421118E+01 -0.68451890E+00
  0.87730914E+01  0.76712097E+01 -0.63908179E+00
  0.80029401E+01  0.69364644E+01 -0.60351626E+00
  0.72682149E+01  0.62371222E+01 -0.57990355E+00
  0.65680668E+01  0.55724217E+01 -0.57006005E+00
  0.59017023E+01  0.49416061E+01 -0.57550712E+00
  0.52683924E+01  0.43439293E+01 -0.59745250E+00
  0.46674733E+01  0.37786573E+01 -0.63678082E+00
  0.40983393E+01  0.32450636E+01 -0.69405026E+00
  0.35604285E+01  0.27424206E+01 -0.76949198E+00
  0.30532018E+01  0.22699866E+01 -0.86300924E+00
  0.25761196E+01  0.18269915E+01 -0.97417345E+00
  0.21286157E+01  0.14126212E+01 -0.11022155E+01
  0.17100735E+01  0.10260047E+01 -0.12460111E+01
  0.13198047E+01  0.66620337E+00 -0.14040614E+01
  0.95703493E+00  0.33220592E+00 -0.15744699E+01
  0.62089563E+00  0.22928826E-01 -0.17549181E+01
  0.31042466E+00 -0.26277670E+00 -0.19426450E+01
  0.24574629E-01 -0.52611179E+00 -0.21344332E+01
 -0.23777159E+00 -0.76831185E+00 -0.23266086E+01
 -0.47777980E+00 -0.99062485E+00 -0.25150554E+01
 -0.69663985E+00 -0.11942877E+01 -0.26952528E+01
 -0.89553967E+00 -0.13805024E+01 -0.28623354E+01
 -0.10756401E+01 -0.15504144E+01 -0.30111790E+01
 -0.12380527E+01 -0.17050930E+01 -0.31365108E+01
 -0.13838210E+01 -0.18455170E+01 -0.32330438E+01
 -0.15139075E+01 -0.19725642E+01 -0.32956298E+01
 -0.16291859E+01 -0.20870061E+01 -0.33194272E+01
 -0.17304381E+01 -0.21895065E+01 -0.33000766E+01
 -0.18183566E+01 -0.22806250E+01 -0.32338759E+01
 -0.18935512E+01 -0.23608237E+01 -0.31179502E+01
 -0.19565591E+01 -0.24304766E+01 -0.29504056E+01
 -0.20078586E+01 -0.24898827E+01 -0.27304635E+01
 -0.20478848E+01 -0.25392808E+01 -0.24585669E+01
 -0.20770474E+01 -0.25788662E+01 -0.21364568E+01
 -0.20957508E+01 -0.26088106E+01 -0.17672125E+01
 -0.21044141E+01 -0.26292824E+01 -0.13552566E+01
 -0.21034922E+01 -0.26404687E+01 -0.90632025E+00
 -0.20934962E+01 -0.26425979E+01 -0.42737149E+00
 -0.20750117E+01 -0.26359610E+01  0.73495865E-01
 -0.20487145E+01 -0.26209320E+01  0.58720987E+00
 -0.20153814E+01 -0.25979840E+01  0.11039042E+01
 -0.19758958E+01 -0.25677009E+01  0.16131349E+01
 -0.19312450E+01 -0.25307826E+01  0.21041281E+01
 -0.18825109E+01 -0.24880434E+01  0.25660519E+01
 -0.18308516E+01 -0.24404013E+01  0.29883089E+01
 -0.17774750E+01 -0.23888599E+01  0.33608398E+01
 -0.17236058E+01 -0.23344826E+01  0.36744293E+01
 -0.16704466E+01 -0.22783599E+01  0.39210034E+01
 -0.16191359E+01 -0.22215729E+01  0.40939059E+01
 -0.15707053E+01 -0.21651532E+01  0.41881415E+01
 -0.15260383E+01 -0.21100434E+01  0.42005742E+01
 -0.14858338E+01 -0.20570596E+01  0.41300685E+01
 -0.14505757E+01 -0.20068589E+01  0.39775658E+01
 -0.14205113E+01 -0.19599126E+01  0.37460894E+01
 -0.13956396E+01 -0.19164884E+01  0.34406749E+01
 -0.13757099E+01 -0.18766408E+01  0.30682279E+01
 -0.13602305E+01 -0.18402117E+01  0.26373135E+01
 -0.13484888E+01 -0.18068402E+01  0.21578854E+01
 -0.13395796E+01 -0.17759813E+01  0.16409675E+01
 -0.13324418E+01 -0.17469333E+01  0.10983007E+01
 -0.13259019E+01 -0.17188714E+01  0.54197086E+00
 -0.13187223E+01 -0.16908881E+01 -0.15966396E-01
 -0.13096523E+01 -0.16620365E+01 -0.56384781E+00
 -0.12974808E+01 -0.16313771E+01 -0.10907381E+01
 -0.12810872E+01 -0.15980235E+01 -0.15867260E+01
 -0.12594902E+01 -0.15611886E+01 -0.20431707E+01
 -0.12318916E+01 -0.15202253E+01 -0.24528921E+01
 -0.11977126E+01 -0.14746640E+01 -0.28102996E+01
 -0.11566227E+01 -0.14242406E+01 -0.31114595E+01
 -0.11085581E+01 -0.13689180E+01 -0.33541005E+01
 -0.10537286E+01 -0.13088958E+01 -0.35375623E+01
 -0.99261334E+00 -0.12446098E+01 -0.36626925E+01
 -0.92594411E+00 -0.11767194E+01 -0.37316983E+01
 -0.85467645E+00 -0.11060835E+01 -0.37479625E+01
 -0.77995025E+00 -0.10337260E+01 -0.37158319E+01
 -0.70304073E+00 -0.96079135E+00 -0.36403880E+01
 -0.62530199E+00 -0.88849232E+00 -0.35272095E+01
 -0.54810574E+00 -0.81805275E+00 -0.33821361E+01
 -0.47277805E+00 -0.75064768E+00 -0.32110418E+01
 -0.40053710E+00 -0.68734403E+00 -0.30196277E+01
 -0.33243515E+00 -0.62904488E+00 -0.28132382E+01
 -0.26930748E+00 -0.57644023E+00 -0.25967108E+01
 -0.21173104E+00 -0.52996707E+00 -0.23742600E+01
 -0.15999475E+00 -0.48978081E+00 -0.21494014E+01
 -0.11408321E+00 -0.45573980E+00 -0.19249157E+01
 -0.73674550E-01 -0.42740397E+00 -0.17028528E+01
 -0.38152798E-01 -0.40404790E+00 -0.14845740E+01
 -0.66342328E-02 -0.38468790E+00 -0.12708275E+01
  0.21993280E-01 -0.36812220E+00 -0.10618540E+01
  0.49019652E-01 -0.35298238E+00 -0.85751321E+00
  0.12800676E+02  0.12884754E+01  0.12671319E+02
  0.13513872E+02  0.13524241E+01  0.11549925E+02
  0.14271920E+02  0.14002482E+01  0.10369033E+02
  0.15068504E+02  0.14276028E+01  0.91871481E+01
  0.15892924E+02  0.14293123E+01  0.80638371E+01
  0.16729832E+02  0.13995527E+01  0.70570335E+01
  0.17559269E+02  0.13321298E+01  0.62192970E+01
  0.18357062E+02  0.12208364E+01  0.55926747E+01
  0.19095665E+02  0.10598644E+01  0.52021444E+01
  0.19745488E+02  0.84424603E+00  0.50482031E+01
  0.20276692E+02  0.57029492E+00  0.50998957E+01
  0.20661393E+02  0.23601773E+00  0.52902523E+01
  0.20876064E+02 -0.15853954E+00  0.55163880E+01
  0.20903852E+02 -0.61105192E+00  0.56461056E+01
  0.20736464E+02 -0.11168274E+01  0.55315762E+01
  0.20375249E+02 -0.16689085E+01  0.50287731E+01
  0.19831247E+02 -0.22583776E+01  0.40193897E+01
  0.19124148E+02 -0.28748438E+01  0.24307660E+01
  0.18280322E+02 -0.35070462E+01  0.24947122E+00
  0.17330307E+02 -0.41434736E+01 -0.24743162E+01
  0.16306179E+02 -0.47728995E+01 -0.56321673E+01
  0.15239243E+02 -0.53847447E+01 -0.90707627E+01
  0.14158295E+02 -0.59692319E+01 -0.12610042E+02
  0.13088594E+02 -0.65173382E+01 -0.16062556E+02
  0.12051475E+02 -0.70205995E+01 -0.19251014E+02
  0.11064481E+02 -0.74708387E+01 -0.22022095E+02
  0.10141817E+02 -0.78598947E+01 -0.24255727E+02
  0.92949613E+01 -0.81794151E+01 -0.25869918E+02
  0.85333014E+01 -0.84207546E+01 -0.26821793E+02
  0.78647039E+01 -0.85749964E+01 -0.27105658E+02
  0.72959720E+01 -0.86330932E+01 -0.26748973E+02
  0.68331770E+01 -0.85861098E+01 -0.25806961E+02
  0.64818680E+01 -0.84255370E+01 -0.24356464E+02
  0.62471744E+01 -0.81436435E+01 -0.22489504E+02
  0.61338193E+01 -0.77338310E+01 -0.20306912E+02
  0.61460644E+01 -0.71909604E+01 -0.17912313E+02
  0.62876032E+01 -0.65116212E+01 -0.15406710E+02
  0.65614212E+01 -0.56943234E+01 -0.12883843E+02
  0.69696401E+01 -0.47395979E+01 -0.10426508E+02
  0.75133621E+01 -0.36500014E+01 -0.81039239E+01
  0.81925304E+01 -0.24300282E+01 -0.59702000E+01
  0.90058182E+01 -0.10859406E+01 -0.40638904E+01
  0.99505565E+01  0.37446487E+00 -0.24085288E+01
  0.11022706E+02  0.19421345E+01 -0.10139843E+01
  0.12216876E+02  0.36070541E+01  0.12158037E+00
  0.13526382E+02  0.53585440E+01  0.10093943E+01
  0.14943343E+02  0.71855325E+01  0.16676504E+01
  0.16458799E+02  0.90767911E+01  0.21191782E+01
  0.18062845E+02  0.11021121E+02  0.23893801E+01
  0.19744759E+02  0.13007484E+02  0.25045331E+01
  0.21493131E+02  0.15025075E+02  0.24904944E+01
  0.23295971E+02  0.17063341E+02  0.23717984E+01
  0.25140792E+02  0.19111950E+02  0.21710952E+01
  0.27014684E+02  0.21160733E+02  0.19088596E+01
  0.28904367E+02  0.23199592E+02  0.16032947E+01
  0.30796242E+02  0.25218410E+02  0.12703624E+01
  0.32676443E+02  0.27206971E+02  0.92388352E+00
  0.34530904E+02  0.29154894E+02  0.57566768E+00
  0.36345444E+02  0.31051614E+02  0.23564986E+00
  0.38105880E+02  0.32886395E+02 -0.87980491E-01
  0.39798175E+02  0.34648392E+02 -0.38865989E+00
  0.41408606E+02  0.36326759E+02 -0.66133911E+00
  0.42923962E+02  0.37910797E+02 -0.90237453E+00
  0.44331760E+02  0.39390133E+02 -0.11094179E+01
  0.45620461E+02  0.40754917E+02 -0.12813003E+01
  0.46779689E+02  0.41996038E+02 -0.14179096E+01
  0.47800429E+02  0.43105324E+02 -0.15200592E+01
  0.48675202E+02  0.44075740E+02 -0.15893532E+01
  0.49398201E+02  0.44901546E+02 -0.16280480E+01
  0.49965382E+02  0.45578431E+02 -0.16389165E+01
  0.50374508E+02  0.46103600E+02 -0.16251189E+01
  0.50625140E+02  0.46475819E+02 -0.15900827E+01
  0.50718585E+02  0.46695413E+02 -0.15373955E+01
  0.50657791E+02  0.46764222E+02 -0.14707123E+01
